time,review,Players,review_clean,sentiment_label,positive,negative,positive_count,negative_count,sentiment_ratio
2023-11-26,worth every dollar per hour,9102,Worth Dollar Hour,POSITIVE,1,0,76,10,0.8837209302325582
2023-11-26,good game.,9102,Game,POSITIVE,1,0,76,10,0.8837209302325582
2023-11-25,if you like this type of game.. you will love this one ...its awesome and well worth the price!!,11769,Type Game Love Awesome Worth Price,POSITIVE,1,0,82,9,0.9010989010989011
2023-11-25,"i can't stop playing this game!
10/10",11769,Playing Game,POSITIVE,1,0,82,9,0.9010989010989011
2023-11-12,"fun
",18838,Fun,POSITIVE,1,0,50,8,0.8620689655172413
2023-11-12,"for the first few hours i was kind of iffy on this game. i love the stardew genre of games though and the initial grid didn't deter me. i'm now 78 hours in and i can safely say this game is an absolute gem. it has everything you'd expect in a game like this, tool progression, a passable combat system, a modest tech tree and progressive efficiency gains, but there are a few things that put it above the rest of the competition within this genre.

1. inventory management is an absolute breeze. when crafting and turning in quests you have access to every item in every chest that you own. furthermore, when you go to any chest in your base to deposit items after a day of gathering, you can press a single button to automatically deposit all like-items into stacks across all of your chests. this game has completely solved the inventory management issue that bogs down mid and late-game in this genre and for that i tip my hat.

2. the writing in this game is phenomenal! the story is pretty bonkers and while being pretty cutesy and family friendly, crams in a lot of humor and some genuinely wild twists and turns. this game isn't high-drama, but it's just so much fun that i can't recommend it enough. the characters are also very well-written and unique.

3. the art design for this game is very unique and i think it'll age fairly well. the customization options you get on your character are pretty fun. i like seeing what other people made their avatars to look like. you also get an outfit tab separate from your equipment tab so you have total freedom to customize your look.

so all that said, there are a few cons that whittle this game down from being perfect to being in the 9/10 bracket.

1. the map is fairly limited in size. you'll spend a lot of time going back and forth through the same areas for dozens of hours.

2. the game is pretty grindy if you're looking to upgrade your farm to the largest possible size. it requires an absolutely diabolical amount of money and there aren't a lot of ways to make said money as easily as you can in stardew valley. there's a barn and coop structure that you can build, but they aren't very good revenue sources; the same can be said about farming. the real way to make money in this game is to fulfill a limited amount of crafting requests each day and then just grind the mines over and over. i wish there were more options for money making or that the farm plot upgrades were cheaper.

overall i really like this game and recommend it strongly if you're a fan of this genre. grit your teeth through the slow start and then enjoy yourself for literal days.",18838,Hours Iffy Game Love Stardew Genre Games Initial Grid Deter 78 Hours Safely Game Absolute Gem Expect Game Tool Progression Passable Combat Modest Tech Tree Progressive Efficiency Gains Rest Competition Genre 1 Inventory Management Absolute Breeze Crafting Quests Access Item Chest Chest Base Deposit Items Day Gathering Press Single Button Automatically Deposit Items Stacks Chests Game Completely Solved Inventory Management Issue Bogs Mid Late Game Genre Hat 2 Writing Game Phenomenal Story Pretty Bonkers Pretty Cutesy Family Friendly Crams Lot Humor Genuinely Wild Twists Game Drama Fun Recommend Characters Written Unique 3 Art Design Game Unique Age Customization Options Character Pretty Fun People Avatars Outfit Tab Separate Equipment Tab Total Freedom Customize Cons Whittle Game Perfect 9 Bracket 1 Map Limited Size Spend Lot Time Dozens Hours 2 Game Pretty Grindy Upgrade Farm Largest Size Requires Absolutely Diabolical Money Lot Money Easily Stardew Valley Barn Coop Structure Build Revenue Sources Farming Real Money Game Fulfill Limited Crafting Requests Day Grind Mines Options Money Farm Plot Upgrades Cheaper Game Recommend Fan Genre Grit Teeth Slow Start Enjoy Literal Days,POSITIVE,1,0,50,8,0.8620689655172413
2023-11-10,if you played portia you need to play this. the improvements the devs made from portia is very impressive and you can tell this series is driven by passion. absolute gem of a game.,15092,Played Portia Play Improvements Devs Portia Impressive Series Driven Passion Absolute Gem Game,POSITIVE,1,0,58,16,0.7837837837837838
2023-11-09,"sandrock takes all of the cute charm from the first game and cranks it up to 11. 
combat has been greatly expanded and improved from the first game. the inclusion of boss fights with actual mechanics is something i never thought a cozy game like this would include. i was surprised when the mechanical cat boss showed up and i couldn't just spam the attack button on it. 
as for the visuals of the game, they are charming. the townsfolk feel much more alive than the first game and i am super glad they got rid of the main characters voice which was my biggest dislike from portia. this is just personal preference though, i've never been a fan of voiced pcs.
",15069,Sandrock Takes Cute Charm Game Cranks 11 Combat Greatly Expanded Improved Game Inclusion Boss Fights Actual Mechanics Cozy Game Include Surprised Mechanical Cat Boss Spam Attack Button Visuals Game Charming Townsfolk Feel Alive Game Super Glad Rid Main Characters Voice Biggest Dislike Portia Personal Preference Fan Voiced Pcs,POSITIVE,1,0,61,9,0.8714285714285714
2023-11-09,"i like this game alot, i like how immersive game is and characters feel like they have their own personality. can't believe i put in 35+ hours already...",15069,Game Alot Immersive Game Characters Feel Personality 35 Hours,POSITIVE,1,0,61,9,0.8714285714285714
2023-11-09,"a super chill game that time just flies.

if you liked stardew valley and want almost the same but with 3d visuals, this is your game.
a welcomed upgrade from my time at portia, there's almost something to do and find.

i just barely scrapped the surface and having tones of fun allready.",15069,Super Chill Game Time Flies Stardew Valley 3D Visuals Game Welcomed Upgrade Time Portia Barely Scrapped Surface Tones Fun Allready,POSITIVE,1,0,61,9,0.8714285714285714
2023-11-09,"this is a great over all life simulator game, with beautiful scenery and wonderful characters. the storyline is incredible and i hope they continue until all the cities intersect.",15069,Life Simulator Game Beautiful Scenery Wonderful Characters Storyline Incredible Hope Continue Cities Intersect,POSITIVE,1,0,61,9,0.8714285714285714
2023-11-09,loved the first game and this one has lots of improvements so far,15069,Loved Game Lots Improvements,POSITIVE,1,0,61,9,0.8714285714285714
2023-11-09,"i liked ""my time at portia"" in spite of what it needed still in terms of polish. it was an ambitious game with many of the things it tried felt mostly half baked and not fully flushed out.

i can happily say that ""my time at sandrock"" not only meets the levels set up by it's predecessor, but also far exceeds them. 

first, the game proudly sticks with it's theme. every aspect of this is themed around you being in a desert, from basic crafting to even fishing. on a side note, this is easily the better fishing mini games i've played, but i wont spoil how that works.

second, the story is very engaging. ~50ish hours in, i'm very immersed in the setting and very motivated to keep going. the characters all seem to have their own motivations and there's a plethora of areas where their quests have pay off, both big and small. the small, being a mark of true craftsmanship.

third, the relationship mechanics are fantastic. they don't expand the barebones from the previous game (if it ain't broke don't fix it) but there's more to do around sandrock than portia. i do have a favorite addition though [spoiler] you literally hold hands with your partner when you're out on a date, they'll keep up with you as you run. this is the cutest damn thing in the world. bless whomever pushed that to get in because it was worth it.[/spoiler] 

if you've played the sequel, than this should be a no brainer. if you've not played the series, if not, i'd probably recommend going with the previous game first, but don't let that stop you if you're eager to start. there's nothing in portia that's critical for sandrock to be enjoyable.",15069,Time Portia Spite Terms Polish Ambitious Game Baked Flushed Happily Time Sandrock Meets Levels Set Predecessor Exceeds Game Proudly Sticks Theme Aspect Themed Desert Basic Crafting Fishing Note Easily Fishing Mini Games Played Spoil Story Engaging 50Ish Hours Immersed Setting Motivated Characters Motivations Plethora Quests Pay Mark True Craftsmanship Relationship Mechanics Fantastic Expand Barebones Previous Game Broke Sandrock Portia Favorite Addition Spoiler Literally Hold Hands Partner Cutest Damn Bless Pushed Worth Spoiler Played Sequel Brainer Played Series Recommend Previous Game Eager Start Portia Critical Sandrock Enjoyable,POSITIVE,1,0,61,9,0.8714285714285714
2023-11-07,i like the game the multiplayer to me is good for having fun with other players wail the single player is good for those that want to be absorbed with the story.,15801,Game Multiplayer Fun Players Wail Single Player Absorbed Story,POSITIVE,1,0,31,10,0.7560975609756098
2023-11-06,"really solid so far, good ost as well",16388,Solid Ost,POSITIVE,1,0,45,6,0.8823529411764706
2023-11-05,"the first sequel in years to not disappoint me.

better than portia in every way, and i'm having a lot of fun.
- much higher production quality, as is apparent from cutscenes, voice acting, artwork, character designs, quests, writing, etc.
- many much appreciated qol improvements, such as being able to pet multiple farm animals at once.
- combat has been markedly improved (thank god), but still nothing to write home about.
- production loop has been vastly improved. no longer will your machines run 24/7 producing bronze plates. commissions and constructions ask for varied items in reasonably quantities.
- home customization has been introduced, letting you create whatever size and layout you like.

critiques:
- character customization is very basic, unfortunately.
- fishing! fish variety has been vastly trimmed down, and you're no longer incentivized to catch one of every fish; the fish tank is gone.
- many tooltips are holdovers from beta and therefore now inaccurate.
- 60 hours in and i have had 2 bugs that forced me to restart the client.
- inconsistencies in certain cutscenes.
- distinct lack of diversity in romanceable women. for men there's skinny dudes, chunky dudes, big dudes, older dudes, fem dudes, but for women there's only skinny young lady. some big girls or older ladies would have been nice.",19735,Sequel Disappoint Portia Lot Fun Production Quality Apparent Cutscenes Voice Acting Artwork Character Designs Quests Writing Appreciated Qol Improvements Pet Multiple Farm Animals Combat Markedly Improved God Write Production Loop Vastly Improved Machines 24 7 Producing Bronze Plates Commissions Constructions Varied Items Quantities Customization Introduced Letting Create Size Layout Critiques Character Customization Basic Fishing Fish Variety Vastly Trimmed Incentivized Catch Fish Fish Tank Tooltips Holdovers Beta Inaccurate 60 Hours 2 Bugs Forced Restart Client Inconsistencies Cutscenes Distinct Lack Diversity Romanceable Women Skinny Dudes Chunky Dudes Dudes Dudes Fem Dudes Women Skinny Lady Girls Ladies Nice,POSITIVE,1,0,49,11,0.8166666666666667
2023-11-25,fun and relaxing,11769,Fun Relaxing,POSITIVE,1,0,82,9,0.9010989010989011
2023-11-05,nice,19735,Nice,POSITIVE,1,0,49,11,0.8166666666666667
2023-11-05,"man this game is addicting. the gameplay, the balance, the bodies, i just want pen to rawdog me",19735,Game Addicting Gameplay Balance Bodies Pen Rawdog,POSITIVE,1,0,49,11,0.8166666666666667
2023-11-05,amazing game!! such a huge improvement from my time in portia even though it was already a great game.,19735,Amazing Game Huge Improvement Time Portia Game,POSITIVE,1,0,49,11,0.8166666666666667
2023-11-05,absolute gem. i've been playing for 10 straight hours and didn't even notice.,19735,Absolute Gem Playing Straight Hours Notice,POSITIVE,1,0,49,11,0.8166666666666667
2023-11-05,best game <3,19735,Game 3,POSITIVE,1,0,49,11,0.8166666666666667
2023-11-04,"game
",16806,Game,POSITIVE,1,0,56,7,0.8888888888888888
2023-11-02,"portia was fun, but pathea really hit their stride with sandrock

10/10 would and am going to play again",7446,Portia Fun Pathea Hit Stride Sandrock Play,POSITIVE,1,0,63,15,0.8076923076923077
2023-11-02,"the best game in the genre. worth the full price, no need to wait for a sale.",7446,Game Genre Worth Price Wait Sale,POSITIVE,1,0,63,15,0.8076923076923077
2023-10-30,"i love my time at portia, this is the next step from that and it's amazing, these 31 hours are going to jump massively",2176,Love Time Portia Step Amazing 31 Hours Jump Massively,POSITIVE,1,0,3,1,0.75
2023-10-28,"i loved portia so much i kickstarted this game. 

i am so not disappointed, this game has far exceeded my expectations, and is a beautiful successor to portia. i tried to go back and replay portia and it actually hurt. 

almost everything about sandrock is better-the designs, the art, the graphics, the sound

i still prefer the mining and combat in portia, but that does not mean the changes made in sandrock are bad

i highly recommend this title.",2741,Loved Portia Kickstarted Game Disappointed Game Exceeded Expectations Beautiful Successor Portia Replay Portia Hurt Sandrock Designs Art Graphics Sound Prefer Mining Combat Portia Sandrock Bad Highly Recommend Title,POSITIVE,1,0,5,1,0.8333333333333334
2023-10-27,"i've loved watching the game and the devs evolve as the early access has been going on. they listen to those of us giving input and have created a very immersive, fun place we look forward to going each day... and we know it is only going to get better as they wrap up the early access and go into version 1.0's release. 

i dearly loved my time at portia, so it was nice to see all the advancements made in mtas to make playing an even better experience, yet keeping the charm and connected storytelling from portia. 

also did beta testing for both mp and sp - thank you pathea! - it has been an awesome experience that i've cherished. look forward to your next games in the my time series as they have only gotten better and more immersive. love the increased battles too, it has been a lot of fun. i tend to laugh and be a bit salty when battling, but it amuses my son as i hear him laughing at me from the next room then checking on me/what i'm doing. i'd stopped gaming for a long time, but portia got me back into it and i'm really happy i bought portia and kept going to experience sandrock. the series is only getting better and has so much potential. i have over 2500 hours in sandrock so far- and still feel i'm learning and experiencing new things as you can play the game in so many ways to keep it feeling fresh and yet familiar. thank you pathea for creating such a wonderful place to go each day and bring joy to daily life for so many of us.",2237,Loved Watching Game Devs Evolve Access Listen Input Created Immersive Fun Day Wrap Access Version 1 0 Release Dearly Loved Time Portia Nice Advancements Mtas Playing Experience Keeping Charm Connected Storytelling Portia Beta Testing Sp Pathea Awesome Experience Cherished Games Time Series Immersive Love Increased Battles Lot Fun Tend Laugh Bit Salty Battling Amuses Son Hear Laughing Checking Stopped Gaming Time Portia Happy Bought Portia Experience Sandrock Series Potential 2500 Hours Sandrock Feel Learning Experiencing Play Game Feeling Fresh Familiar Pathea Creating Wonderful Day Bring Joy Daily Life,POSITIVE,1,0,6,0,1.0
2023-10-24,"i find the game super relaxing after a long day. i'm a task oriented person, so having a list of things to do for the game, helps keep me focused, and even assists with instilling an organized, and productive mindset that can be applied to my life.",2332,Game Super Relaxing Day Task Oriented Person List Game Helps Focused Assists Instilling Organized Productive Mindset Applied Life,POSITIVE,1,0,6,0,1.0
2023-11-21,best building game i have played,9327,Building Game Played,POSITIVE,1,0,165,11,0.9375
2023-11-21,"great update to the my time at portia formula. better story, graphics and qol improvements.",9327,Update Time Portia Formula Story Graphics Qol Improvements,POSITIVE,1,0,165,11,0.9375
2023-11-21,"[i]my time at portia[/i] was a real surprise for me when i first played it. i'm pretty sure i got it in a bundle. it looked like someone had repurposed the assets of a korean mmo from 2010. but it turned out to be an unexpectedly feature rich game with an interesting post-apocalyptic worldbuilding, gameplay with genuinely novel ideas in combining the day-to-day work cycle and socializing of [i]harvest moon[/i] with softer factory game mechanics and combat, and just a good amount of content that was fun despite the jank.

[i]my time at sandrock[/i] takes all the good ideas of its predecessor which felt accidentally good at many times, and elevates them so you can make no mistake that pathea are actually a really talented and hardworking company that knows what they're doing. is it free of jank? no, not really. but it's so chockful of good things that even the jank becomes charming. it has a great, interesting story full of characters with vibrant personalities and not the paper-thin cutouts you get in [i]stardew valley[/i]. the world of the setting is so fully realized despite the series' cartoony nature and you feel excited to explore and learn about it. it is genuinely laugh out loud funny at many points, and genuinely emotional at others. i have to give it up for the vas who don't seem like professionals but are still giving their best. the building gameplay while its core loop is the same, sees a lot of qol improvements. the combat is more dynamic and offers a bit of challenge though it's still on the casual side. there's so many small charming details too, like when you go on dates in-game, they put in an animation where your significant other holds your hand. they didn't have to do that. it has no mechanical value. it's just cute and it makes you feel good.

stuff like that is why i think most of all, what the game nails is that it makes it good to be in sandrock, and to see sandrock grow. everyone who plays games for long enough understands the feeling where a place in a game becomes like a real place we have visited and been in, and we feel a sort of nostalgia seeing it. i think sandrock will feel that way to many people playing the game, it's such a wonderfully crafted setting, and it really fulfills the promise of the genre of ""life sim"" where you can take a break from reality and live somewhere else for a little while. i'm not even done with the main story. i restarted with 1.0 to experience it as intended since in beta lots of the quests squished together in buggy ways as they were implemented, but i feel glad to have done that. i feel this is gonna be a game i will have good memories of and consider a favorite years from now.

p.s. just to be clear, i'm only really reviewing the single-player experience. i have not tried and am not that fussed about multiplayer.",9327,Time Portia Real Surprise Played Pretty Bundle Looked Repurposed Assets Korean Mmo 2010 Unexpectedly Feature Rich Game Post Apocalyptic Worldbuilding Gameplay Genuinely Ideas Combining Day Day Cycle Socializing Harvest Moon Softer Factory Game Mechanics Combat Content Fun Jank Time Sandrock Takes Ideas Predecessor Accidentally Times Elevates Mistake Pathea Talented Hardworking Company Jank Chockful Jank Charming Story Characters Vibrant Personalities Paper Cutouts Stardew Valley Setting Realized Series Cartoony Nature Feel Excited Explore Learn Genuinely Laugh Loud Funny Genuinely Emotional Vas Professionals Building Gameplay Core Loop Lot Qol Improvements Combat Dynamic Offers Bit Challenge Casual Charming Details Dates Game Animation Holds Hand Mechanical Cute Feel Stuff Game Nails Sandrock Sandrock Grow Plays Games Understands Feeling Game Real Visited Feel Sort Nostalgia Sandrock Feel People Playing Game Wonderfully Crafted Setting Fulfills Promise Genre Life Sim Break Reality Live Main Story Restarted 1 0 Experience Intended Beta Lots Quests Squished Buggy Implemented Feel Glad Feel Gonna Game Memories Favorite Reviewing Single Player Experience Fussed Multiplayer,POSITIVE,1,0,165,11,0.9375
2023-11-21,"for the portia enthusiasts; i found everything in sandrock to be as good as or better than it was in portia. they made an amazing number of quality-of-life improvements to the crafting system, made firesides and important events much easier to remember with fully customizable calendar reminders, and vastly expanded your ability to design your house and workshop buildings. characters and story are also far more fleshed out compared to portia, and the relationship system felt more organic, especially dating/hanging out. finally, combat feels smoother and more satisfying, with excellent use of ramping and sound effects to make your combos feel weighty and dangerous. all in all, i think if you like portia, you're going to love this game! 

for those coming into the ""my time"" series for the first time: i don't know what you look for in your simulation games, but i look for a sense of progression and accomplishment that are sometimes difficult to get in real life. i have yet to encounter another simulation game which accomplishes this end as well as sandrock does. you play a ""builder"" charged with crafting and installing objects  large and small to improve the town and the lives of the people who live there. over the course of the game's gargantuan (~100hr) main quest, your actions have noticeable and immense effects on the landscape and the citizens around you. citizens react to the things you've done and appreciate you for what you've done. by the end of the game, you really feel like you are a valued part of a precious community. i can't recommend this title highly enough. my only warning is that if you start with sandrock, you might find it difficult to go back and play the earlier title in the series, my time at portia, since sandrock makes a number of quality-of-life improvements that i no longer want to play without!",9327,Portia Enthusiasts Sandrock Portia Amazing Quality Life Improvements Crafting Firesides Events Easier Remember Customizable Calendar Reminders Vastly Expanded Ability Design House Workshop Buildings Characters Story Fleshed Compared Portia Relationship Organic Dating Hanging Finally Combat Feels Smoother Satisfying Excellent Ramping Sound Effects Combos Feel Weighty Dangerous Portia Love Game Coming Time Series Time Simulation Games Sense Progression Accomplishment Difficult Real Life Encounter Simulation Game Accomplishes Sandrock Play Builder Charged Crafting Installing Objects Improve Town Lives People Live Game Gargantuan 100Hr Main Quest Actions Noticeable Immense Effects Landscape Citizens Citizens React Game Feel Valued Precious Community Recommend Title Highly Warning Start Sandrock Difficult Play Earlier Title Series Time Portia Sandrock Quality Life Improvements Play,POSITIVE,1,0,165,11,0.9375
2023-11-20,nice ('v')b !!,10102,Nice,POSITIVE,1,0,27,0,1.0
2023-11-20,"really great story, characters are interesting and funny and even though all 'farm sim' games suffer from it, the repetition of certain quests is negligible b/c they don't take long to do. all in all 10/10",10102,Story Characters Funny Farm Sim Games Suffer Repetition Quests Negligible,POSITIVE,1,0,27,0,1.0
2023-11-21,"i played my time at portia and was anticipating this game. i've played through the different stages of early access and must say that despite everything, this game has delivered. from the story to the gameplay, it's been a very enjoyable journey and i can't wait to see what else pathea comes up with.",9327,Played Time Portia Anticipating Game Played Stages Access Game Delivered Story Gameplay Enjoyable Journey Wait Pathea,POSITIVE,1,0,165,11,0.9375
2023-11-21,"amazing game, great characters, amazing story and dialogue with a ton of references. thank you pathea for this truly amazing game :)",9327,Amazing Game Characters Amazing Story Dialogue Ton References Pathea Amazing Game,POSITIVE,1,0,165,11,0.9375
2023-11-21,"great game, if you liked ""my time in portia"".

best way to describe it would be: ""wide as an ocean, deep as a puddle"".
there is sooooo much stuff to do, but everything is really just...superdupercasual.
there's absolutely no challenge at all. fighting is less than trivial (making armor and everything pretty meaningless), there's not the slightest punishment for errors, and you can't even make wrong decisions, even if you'd try.

but that's also the charm of it if you're into those casual relaxing games with no challenge. it's kinda like the exact opposite of a souls-like.
and it does everything portia did, just better and more of it.

as noone is reading this anyway: i just did this review for ocd-pacifying reasons to complete the awards-checkboxes. i'm a bad person.",9327,Game Time Portia Wide Ocean Deep Puddle Sooooo Stuff Superdupercasual Absolutely Challenge Fighting Trivial Armor Pretty Meaningless Slightest Punishment Errors Wrong Decisions Charm Casual Relaxing Games Challenge Kinda Exact Souls Portia Reading Review Ocd Pacifying Reasons Complete Awards Checkboxes Bad Person,POSITIVE,1,0,165,11,0.9375
2023-11-21,kickstarted,9327,Kickstarted,POSITIVE,1,0,165,11,0.9375
2023-11-21,"? total: 9/10 ?

if you loved my time at portia, or in general you like chilled crafting/farming/mining and doing quests in your own pace, then you will love my time at sandrock too! 

long version: i am playing since the game was in early access (didn't have too much time back then, but i am starting now to put more time into it), and the game has improved a lot with the recent release and the devs are always fixing and adding stuff. i am sure i will spend many more hours as the storyline goes on, as there are always many things to do and you never get bored.  
i did not face any bugs/issues myself until now.
the only hurdle was in the beginning of the game to figure out the whole water/fuel situation for the machines (it took me a while to get the whole system and i was a bit frustrated back then, but i am glad i came back and figured it out). it could be that i missed something on my end/things are easier now. 

plus point: we have the option for multiplayer! i haven't tried it yet, but i am excited to do so with my friends! 

---{ gameplay }---
? very good
? good
? it's just gameplay
? mehh

---{ grind }---
? nothing to grind
? isn't necessary to progress
? average grind level
? too much grind

---{ story }---
? no story
? average
? good
? lovely
? it'll replace your life

---{ graphics }---
? you forget what reality is
? beautiful
? good
? decent
? bad

---{ audio }---
? eargasm
? very good
? good
? not too bad

---{ audience }---
? kids
? teens
? adults
? grandma

---{ game time }---
? long enough for a cup of coffee
? average
? long
? to infinity and beyond

---{ price }---
? it's free!
? worth the price
? if it's on sale
? if u have some spare money left
",9327,Total 9 Loved Time Portia Chilled Crafting Farming Mining Quests Pace Love Time Sandrock Version Playing Game Access Time Starting Time Game Improved Lot Release Devs Fixing Adding Stuff Spend Hours Storyline Bored Bugs Issues Hurdle Game Figure Water Fuel Situation Machines Bit Frustrated Glad Figured Missed Easier Option Multiplayer Excited Friends Gameplay Gameplay Mehh Grind Grind Progress Average Grind Level Grind Story Story Average Lovely Replace Life Graphics Forget Reality Beautiful Decent Bad Audio Eargasm Bad Audience Kids Teens Adults Grandma Game Time Cup Coffee Average Infinity Price Worth Price Sale Spare Money Left,POSITIVE,1,0,165,11,0.9375
2023-11-21,fun and addictive.,9327,Fun Addictive,POSITIVE,1,0,165,11,0.9375
2023-11-19,"a bit lost at the beginning, but once you know where to go it's pretty fun with friends.",13708,Bit Lost Pretty Fun Friends,POSITIVE,1,0,27,3,0.9
2023-11-19,"if you liked my time in portia you'll find a lot to love in this new game in the same vein! tons to build, dozens of npc's to meet, and a huge map to explore. highly recommended!",13708,Time Portia Lot Love Game Vein Tons Build Dozens Npc Meet Huge Map Explore Highly Recommended,POSITIVE,1,0,27,3,0.9
2023-11-19,way better than portia!,13708,Portia,POSITIVE,1,0,27,3,0.9
2023-11-19,what a blast! haven't finished main story as of yet (65hrs so far) but if you like stardew but wish it had better combat and a story so full of twists and turns that even your family sits to watch you play and ask for constant updates. this is the game for you! cannot recommend enough!!,13708,Blast Finished Main Story 65Hrs Stardew Combat Story Twists Family Sits Watch Play Constant Updates Game Recommend,POSITIVE,1,0,27,3,0.9
2023-11-18,"i really like this game but please understand i'm not a hard core gamer, nor do i really care if there is a frame dropped here or there. 
i've played 116 hours so far.  some of the quality of life changes are excellent. the story like is great and has some twists that i didn't see coming. 
there are a couple things you need to be aware of before you start out in my time at sandrock.
1)  some of the side quests need to be completed or the main story will not progress.  not sure why they are marked, but my suggestion is to just do all the side quests as the story progresses.
2) there is a small area that requires platforming.. not a bid deal, but i hate platforming so i did find it a little frustrating.  but if i can get thru it anyone can.
3) you do have to fight and kill animals.  there isn't a way around this that i can tell.  so if you don't like to fight or kill monsters, then maybe reconsider getting this game.
4) i do not have good hand eye coordination so some of the boss battles are problematic for me.  i am at a point in the story where i've tried to beat a specific boss at least 1o times.   so for me... i will not be completing the game, it's just to frustrating for me.  i play to relax.
all that being said, i still think it's a great game and worth getting if you are more skilled than i am.
",13431,Game Understand Hard Core Gamer Care Frame Dropped Played 116 Hours Quality Life Excellent Story Twists Coming Couple Aware Start Time Sandrock 1 Quests Completed Main Story Progress Marked Suggestion Quests Story Progresses 2 Requires Platforming Bid Deal Hate Platforming Frustrating 3 Fight Kill Animals Fight Kill Monsters Reconsider Game 4 Hand Eye Coordination Boss Battles Problematic Story Beat Specific Boss 1O Times Completing Game Frustrating Play Relax Game Worth Skilled,POSITIVE,1,0,32,6,0.8421052631578947
2023-11-17,10/10. i love this game. everything is extremely well done with an exceedingly fresh progression of story and skills keeping you playing and wanting more. so excited for the future of this game series and studio.,10875,Love Game Extremely Exceedingly Fresh Progression Story Skills Keeping Playing Excited Future Game Series Studio,POSITIVE,1,0,42,8,0.84
2023-11-17,"100 hours in and i still cant marry logan overall its been a fun experience and theres a lot of content in this game, but if you want to marry logan you'll be waiting a while. though the journey has been as fun as the destination will probably be.",10875,100 Hours Marry Logan Fun Experience Lot Content Game Marry Logan Waiting Journey Fun Destination,POSITIVE,1,0,42,8,0.84
2023-11-17,"i never totally clicked with my time at portia, it gave me kind of a creepy feeling, which i think the character models had something to do with. in sandrock the gameplay loop is fun and can be relaxing, there is lots of qol features like saving anywhere anytime and pulling items out of chests for crafting or fulfilling requests -  but what i really really enjoy about this game is the writing and the social aspect. 
i feel like a lot of indie farming/cozy sims do not focus a lot on the characters and dialogue, but every npc in sandrock feels alive and it just gives me a different cozy feeling no other sim game has before. the voice acting is really good for the most part, they comment on a new hairstyle you have, they comment on you not going to bed early enough, sometimes characters talk to each other and you can listen in. i am sure the very long story has a lot to do with it too, which i have not finished yet, but is way more involved and in depth than other games of this kind (from what i know).
personally i have had no bugs on pc in the full release, but i do know that there are things to be fixed, which the developers are very quick to address, from what i have seen. i am really glad i picked this up, and i am sure it will be one of my favourites in this genre for a long time!",10875,Totally Clicked Time Portia Creepy Feeling Character Models Sandrock Gameplay Loop Fun Relaxing Lots Qol Features Saving Anytime Pulling Items Chests Crafting Fulfilling Requests Enjoy Game Writing Social Aspect Feel Lot Indie Farming Cozy Sims Focus Lot Characters Dialogue Npc Sandrock Feels Alive Cozy Feeling Sim Game Voice Acting Comment Hairstyle Comment Bed Characters Talk Listen Story Lot Finished Involved Depth Games Personally Bugs Pc Release Fixed Developers Quick Address Glad Picked Favourites Genre Time,POSITIVE,1,0,42,8,0.84
2023-11-17,"this is 2 games in one. i play multiplayer and single player and i'm so wonderfully surprised that there's new things to experience in both modes. multiplayer has its own missions/focus when i play with friends. when i play single player, it has it's own story and depth that is very different from multiplayer. so to me, going back and forth doesn't feel repetitive to me. 
what i loved about multiplayer that made it stand out from the crowd is that the host does not have to be online to play. anyone can hop in at anytime and that was a huge game changer for me. 

achievement hunters take note: no achievements can be earned in multiplayer. they are single player exclusive. 

as for the actual gameplay, it's been jaw droppingly sensational. i played my time at portia, and i went from not wanting to marry anyone because the character models were bleh, to now wanting to marry everyone because they're all hot!

for real though, if you played portia, this is an absolute must to play. no doubt about it. there's improvements across the board. if you've never played portia, but liked stardew or rune factory, then get his game. its not just farming. it has combat, building, workshop customization, story, collecting, etc. just about anything you'd want in this kind of game. 

there really isn't anything else i can say that other comments haven't already mentioned. it's been so fun and i will be playing many more hours. 9/10",10875,2 Games Play Multiplayer Single Player Wonderfully Surprised Experience Modes Multiplayer Missions Focus Play Friends Play Single Player Story Depth Multiplayer Feel Repetitive Loved Multiplayer Stand Crowd Host Online Play Hop Anytime Huge Game Changer Achievement Hunters Note Achievements Earned Multiplayer Single Player Exclusive Actual Gameplay Jaw Droppingly Sensational Played Time Portia Marry Character Models Bleh Marry Hot Real Played Portia Absolute Play Doubt Improvements Board Played Portia Stardew Rune Factory Game Farming Combat Building Workshop Customization Story Collecting Game Comments Mentioned Fun Playing Hours 9,POSITIVE,1,0,42,8,0.84
2023-11-17,"i like:
the co-op, being able to accept commissions together and do them together, each contributing materials as wanted. we can each accept quests, hand them in, and the progress is shared. 
we can team up & go in mines or dungeons together, we can both build the house and control the machines, and each have our own & co op achievements to be rewarded from. 9/10, we dig it.

dislike;
we can only make one 'public storage' and cannot grant each-other access to our 'personal storage' as far as i can find, each can be upgraded to increase capacity. we are very limited by the capacity of our public storage, both with trying to store our materials to share and trying to store our relics, it falls on one or the other to have those items and do those things with our personal storage.

i personally dislike that the townsfolk are separate and different for each of us, meaning he sees captain the cat when i don't.
",10875,Op Accept Commissions Contributing Materials Accept Quests Hand Progress Shared Team Mines Dungeons Build House Control Machines Op Achievements Rewarded 9 Dig Dislike Public Storage Grant Access Personal Storage Upgraded Increase Capacity Limited Capacity Public Storage Store Materials Share Store Relics Falls Items Personal Storage Personally Dislike Townsfolk Separate Meaning Captain Cat,POSITIVE,1,0,42,8,0.84
